datetime_est,ulid,event_ulid,news_batch_size,news_batch_summary,news_sentiment,news_sentiment_intensity,news_sentiment_explanation,news_dominant_sentiment,next_news_prediction,fg_label,fg_score,fg_key_factors,price_change,price_change_pct,price_change_anomaly,volume_normalized,volume_zscore,volume_percentile,volume_anomaly,volatility_10,volatility_30,volatility_60,volatility_anomaly,rsi,ema_7,ema_14,ema_50,ema_200,macd,macd_signal,bollinger_upper,bollinger_lower,atr_14
2025-02-26 07:50:00,"['2025-02-644087166', '8565839572', '8565850993', '8565853479', '8565857271', '8565857277', '8565857278', '8565857482', '8565857483', '8565858607', '8565860366', '8565863501', '8565864285']","['spa-3767139', nan, 'eng-10368337', 'deu-1913245', 'eng-10372359', nan, nan, 'eng-10366804', 'eng-10372538', 'eng-10373637', 'eng-10374209', nan, nan]",13,"Bitcoin Pepe has raised $3.5 million in 16 days, aiming to create the first Bitcoin layer 2 dedicated to memecoins, while Bitcoin experiences significant volatility and a drop below $90,000 amid broader market selloffs and regulatory concerns.","['Panic', 'Anxiety', 'Caution']",8.0,"The recent significant drop in Bitcoin's price, coupled with widespread sell-offs in risk assets, is likely to evoke a strong emotional reaction of fear and urgency among retail investors. Many may feel anxious about potential losses and be tempted to sell their holdings to mitigate risk, driven by the fear of further declines.",PANIC,none,Fear,35.0,"['Significant drop in Bitcoin price, losing over 20% from its peak and falling below key support levels.', 'Widespread selloff in risk assets globally, influenced by economic uncertainties and geopolitical tensions.', 'Recent crypto hack raising concerns over blockchain security, contributing to risk-off sentiment among investors.']",-138.73,-0.16,False,0.09,0.89,0.89,False,0.0015742593474450271,0.0017457326221443587,0.00180529898999445,False,30.35,88293.04,88501.12,88687.93,89469.04,-177.42,-68.47,89563.9,87978.98,1664.9100000000035
2025-02-26 08:00:00,"['2025-02-644102297', '2025-02-644102548', '2025-02-644102745', '2025-02-644104760', '2025-02-644110035', '2025-02-644110036', '8565867330', '8565870855']","['eng-10368337', 'eng-10370048', nan, nan, 'eng-10368337', 'eng-10368269', 'eng-10368999', 'spa-3767139']",8,"Bitcoin's price struggles below $90,000 amid record $1 billion outflows from U.S. spot ETFs, as investors react to market volatility and concerns over long-term institutional demand, while Oklahoma moves closer to adopting Bitcoin as part of its financial strategy.","['Fear', 'Panic', 'Caution']",8.0,"The overwhelming negative news regarding Bitcoin's significant price drop and record ETF outflows is likely to trigger intense fear and anxiety among retail investors. Many may feel an urgent need to sell their holdings to avoid further losses, reflecting a herd mentality driven by panic. Given the magnitude of the outflows and the warnings about potential further declines, this sentiment is expected to lead to immediate defensive actions from many investors.",PANIC,none,Extreme Fear,20.0,"['Record outflows from Bitcoin ETFs totaling over $1 billion, indicating panic selling.', 'Bitcoin price dropping to a three-month low around $86,000, fueling bearish sentiment.', 'Mass liquidations in the cryptocurrency market, with almost $1.6 billion liquidated in 24 hours.', ""Expert warnings about potential further declines in Bitcoin's price, contributing to a negative outlook."", 'Increased caution among institutional investors and a shift towards alternative investments.']",-140.12,-0.16,False,0.04,-0.04,0.66,False,0.001503764437444547,0.001664140719685132,0.0017788946523082706,False,28.13,88170.15,88407.83,88653.17,89452.44,-216.6,-98.09,89593.23,87820.06,1664.9100000000035
2025-02-26 08:10:00,"['2025-02-644110842', '2025-02-644117275', '2025-02-644117411', '2025-02-644120593', '8565883998', '8565884001', '8565886152', '8565886264', '8565889437', '8565889794', '8565890892', '8565892435', '8565892439', '8565892451']","[nan, 'spa-3766350', 'eng-10368999', 'eng-10382960', nan, nan, nan, 'eng-10375022', 'eng-10375839', 'spa-3767139', 'eng-10373556', nan, nan, nan]",14,"Bitcoin ETFs in the U.S. experienced a historic outflow of $1 billion amid a significant market downturn, with Bitcoin's price dropping below $88,000 for the first time in three months, while short-term holders capitulated with nearly 80,000 BTC sent to exchanges at a loss; meanwhile, speculation continues around the identity of Bitcoin's elusive creator, Satoshi Nakamoto, as interest in cryptocurrency persists amid volatility and regulatory developments.",,8.0,"The news about significant outflows from Bitcoin ETFs, alongside a sharp decline in Bitcoin's price, would likely trigger strong emotions of fear and urgency among retail investors. Many would fear further losses and may feel compelled to sell off their holdings to prevent deeper financial harm, leading to a potential panic sell-off.",PANIC,none,,,,-275.46,-0.31,False,0.06,0.26,0.77,False,0.0015533383315171731,0.0017253264100544144,0.0017978150950254167,False,24.36,88009.12,88290.26,88608.97,89433.28,-266.8,-131.83,89636.71,87618.12,1734.8899999999994
2025-02-26 08:20:00,"['2025-02-644126895', '2025-02-644129486', '2025-02-644129487', '8565900521', '8565900524', '8565903292', '8565906288', '8565909092', '8565910229']","['eng-10369702', nan, 'eng-10370048', nan, nan, nan, nan, nan, nan]",9,"Changpeng Zhao (CZ), former Binance CEO, reassures the crypto community that Bitcoin will not collapse despite recent market volatility, while various U.S. states explore establishing Bitcoin reserves amid regulatory developments and economic conditions affecting cryptocurrency prices.","['Caution', 'Uncertainty', 'Pessimism']",8.0,"The sharp decline in Bitcoin's price, coupled with regulatory scrutiny and geopolitical tensions, likely triggers fear and urgency among retail investors. Many may feel anxious about potential losses and could be compelled to sell their holdings to avoid further downturns, reflecting a strong emotional response to the market's instability.",PANIC,none,Fear,35.0,"[""Bitcoin's recent price drop below $90,000 and struggles to maintain higher levels indicate a bearish trend."", 'Macroeconomic uncertainties, including regulatory scrutiny and geopolitical tensions, have heightened investor caution.', ""Analysts express concerns about Bitcoin's long-term recovery amidst volatility and the impact of Federal Reserve policies.""]",258.37,0.3,False,0.03,-0.29,0.51,False,0.002002299487464586,0.0017891445376401359,0.0018258219769855292,False,33.38,87952.94,88222.81,88576.63,89416.87,-282.48,-161.96,89624.63,87507.21,1721.8300000000017
2025-02-26 08:30:00,"['2025-02-644140662', '8565916294', '8565916867', '8565917454', '8565919494', '8565919497', '8565920686', '8565921315', '8565925592', '8565926195', '8565928455']","[nan, nan, nan, 'eng-10370595', 'eng-10368269', 'eng-10372363', nan, nan, nan, 'eng-10368337', 'eng-10368337']",11,"Changpeng Zhao (CZ) reassured the crypto community that despite recent price drops, Bitcoin will not ""die,"" while analysts debate its current volatility and potential recovery, amidst record ETF outflows and institutional interest in Bitcoin investments.","['Panic', 'Concern', 'Caution']",8.0,"The combination of significant price declines, record outflows from ETFs, and fears of a prolonged bear cycle triggers fear and anxiety among retail investors. Many may feel an urgent need to sell their holdings to avoid further losses, leading to a potential herd behavior as investors react to the perceived threat of continued volatility.",PANIC,none,Fear,35.0,"['Significant market pullback with Bitcoin prices dropping below $88,000, raising concerns among investors.', 'Record outflows from U.S. spot bitcoin ETFs, indicating a risk-off sentiment among institutional investors.', 'Analysts highlighting widespread panic and significant sell-offs, with the largest single-day loss realized by Bitcoin holders since August 2024.']",-85.03,-0.1,False,0.03,-0.21,0.56,False,0.0020007383505857117,0.001793964928008645,0.0018206499865736298,False,32.02,87889.55,88153.02,88542.23,89399.78,-298.32,-189.23,89620.26,87392.08,1668.0399999999936
2025-02-26 08:40:00,"['2025-02-644144159', '2025-02-644144161', '2025-02-644145311', '8565933064', '8565936424']","[nan, nan, 'eng-10369702', nan, nan]",5,"Bitcoin's price surged past $105,000 following the Federal Reserve's announcement to maintain interest rates, signaling renewed confidence in cryptocurrency markets amid evolving banking regulations.","['Optimism', 'Confidence', 'Euphoria']",7.0,"The news surrounding Bitcoin's surge after the Fed's ruling and the positive statements from influential figures like Grant Cardone and CZ foster a sense of optimism among retail investors. This sentiment is amplified by the potential for Bitcoin to be seen as a more stable investment amidst inflation concerns, triggering excitement and a willingness to invest in the crypto market.",OPTIMISM,none,Greed,68.0,"[""Bitcoin surged to over $105,000 after the Fed's announcement, indicating market optimism."", 'Expert opinions suggest Bitcoin is becoming the least risky investment, attracting larger capital pools.', 'Institutional and government accumulation of Bitcoin signifies strong belief in its long-term value.', ""Despite recent volatility, prominent figures in crypto reinforce confidence in Bitcoin's future.""]",-118.94,-0.14,False,0.03,-0.34,0.47,False,0.0019952424980533524,0.0017833814842437526,0.0018262724165043133,False,30.18,87812.27,88076.67,88504.51,89381.68,-316.83,-214.75,89590.1,87276.08,1437.87999999999
2025-02-26 08:50:00,"['2025-02-644158227', '2025-02-644158994', '2025-02-644159169', '8565941206', '8565950106', '8565950109', '8565958077']","[nan, 'eng-10368337', nan, 'eng-10375732', nan, 'eng-10385336', 'spa-3767139']",7,"Fold has expanded its Bitcoin treasury, reinforcing its belief in Bitcoin as a long-term asset, following its recent Nasdaq listing, while Bitcoin experiences significant sell-offs driven by short-term holders amid ongoing market volatility and regulatory scrutiny in India regarding a decade-old Bitcoin scam.","['Panic', 'Skepticism', 'Cautiousness']",8.0,"The news about the largest loss-making sell-off in Bitcoin is likely to trigger feelings of fear and urgency among retail investors, leading them to panic sell their holdings to avoid further losses. The significant drop in Bitcoin's price and the large outflow from spot Bitcoin ETFs intensify this panic, as investors worry about potential continued declines and the implications for their investments.",PANIC,none,Fear,30.0,"['Recent panic selling in the Bitcoin market, with the largest loss-making sell-off of the year (worth $7 billion).', ""Bitcoin's price has fallen to a three-month low, indicating bearish market conditions."", 'Retail sentiment remains bearish, with significant outflows from Bitcoin ETFs and discussion of potential price drops.', ""Concerns about Bitcoin's long-term stability as indicated by the investigation into historical scams and market volatility."", 'Mixed signals from various cryptocurrencies, with many alternatives underperforming compared to Bitcoin.']",-421.32,-0.48,True,0.06,0.3,0.78,False,0.0023101952907475256,0.001960133033344869,0.0019149885816626517,False,24.75,87648.98,87954.33,88451.75,89359.56,-361.33,-244.07,89574.64,87094.58,1691.0099999999948
2025-02-26 09:00:00,"['8565961955', '8565967006', '8565970043']","[nan, 'eng-10368337', 'eng-10368337']",3,"Cryptocurrency markets are experiencing significant volatility, with Bitcoin struggling to regain the $90,000 mark amid increased institutional outflows and concerns over U.S. export restrictions on technology, while BlackRock's $204 million asset transfer to Coinbase raises fears of a potential sell-off, although analysts suggest it may be routine fund management.","['Uncertainty', 'Anxiety', 'Caution']",8.0,"The news of significant price drops in Bitcoin and the potential sell-off by a major institution like BlackRock would likely trigger feelings of fear and urgency among retail investors. They may rush to sell their holdings to avoid further losses, driven by panic as they perceive the market conditions to be unstable and risky.",PANIC,none,Fear,30.0,"[""Bitcoin's price drop below $90,000 and recent volatility"", 'Significant outflows from Bitcoin ETFs indicating investor withdrawal', ""BlackRock's large asset transfer raising sell-off concerns"", 'General market anxiety due to economic instability and geopolitical issues']",-737.41,-0.85,True,0.13,1.78,0.95,False,0.003140711183188007,0.002413287015756731,0.0021731146591749146,True,18.48,87342.16,87749.98,88372.14,89330.33,-450.9,-285.43,89657.68,86746.34,2436.479999999996
2025-02-26 09:10:00,"['2025-02-644177757', '2025-02-644179288', '2025-02-644181763', '8565978225', '8565979881', '8565979971', '8565986066', '8565992472', 'p-8565979919']","['eng-10382960', nan, 'eng-10375732', 'eng-10368337', nan, nan, 'eng-10378280', 'eng-10366752', nan]",9,"The search for Bitcoin's mysterious creator, Satoshi Nakamoto, has led to various speculative theories and encounters, including a visit to a cryopreservation facility, while the cryptocurrency market remains volatile with significant developments such as Fold Holdings expanding its Bitcoin treasury and analysts discussing potential liquidation risks for MicroStrategy amid its substantial Bitcoin holdings.","['Uncertainty', 'Concern', 'Caution']",6.0,"The average retail investor is likely to feel overwhelmed by the numerous developments and mixed signals regarding Bitcoin and the broader cryptocurrency market. With uncertainty about regulatory changes and various competing cryptocurrencies being highlighted as potential better investments, investors may struggle to make informed decisions, leading to hesitation and indecision.",CONFUSION,none,Fear,35.0,"[""Bitcoin's price has seen significant volatility and recent declines, causing uncertainty among investors."", 'Analysts are warning of potential forced liquidations for companies heavily invested in Bitcoin, such as MicroStrategy, due to falling share prices.', 'Upcoming regulatory changes and macroeconomic trends are adding to market caution, impacting investor sentiment.']",-225.58,-0.26,False,0.08,0.74,0.87,False,0.0029401616815718694,0.0023224089723826585,0.002189698545484808,True,17.06,87055.65,87542.8,88286.81,89299.14,-533.93,-335.13,89672.76,86425.71,2469.8600000000006
2025-02-26 09:20:00,"['2025-02-644185799', '2025-02-644193445', '2025-02-644193538', '2025-02-644193845', '8565991779', '8565994842', '8565994844', '8565995365', '8565996067', '8565996076', '8565999040', 'p-8565993260', 'p-8565996405', 'p-8565997779']","['eng-10378290', nan, 'eng-10374209', 'spa-3767139', nan, 'eng-10368337', 'eng-10376943', nan, nan, nan, 'eng-10368337', nan, nan, nan]",14,"Standard Chartered warns that ongoing outflows from Bitcoin ETFs, following nearly $1 billion in recent sell-offs, could lead to further declines in Bitcoin's price, currently trading around $88,900 due to macroeconomic factors and retail investor activity.","['Panic', 'Fear', 'Uncertainty']",8.0,"The news highlights severe declines in Bitcoin's price, significant ETF outflows, and external factors such as tariff announcements, which create a sense of urgency and fear among retail investors. The combination of these elements can lead them to panic and consider selling off their holdings to avoid further losses, reflecting common behavioral biases like loss aversion and herd behavior.",PANIC,none,Extreme Fear,20.0,"['Significant ETF outflows totaling nearly $1 billion, indicating a high level of panic selling.', ""Bitcoin's price dropped to a low of $86,220, with analysts warning of potential further declines to $80,000."", 'External economic pressures, such as announced tariffs by the U.S. government, contributing to risk-off sentiment.', 'Liquidations totaling $1.5 billion in the crypto market, exacerbating the panic and fear among investors.', 'Retail-driven sell-off amid a backdrop of institutional selling, leading to overall market pessimism.']",-313.4,-0.36,False,0.19,2.91,0.98,True,0.002936851935223354,0.0023624705001794744,0.0021999602049057733,True,15.3,86762.42,87321.46,88192.53,89265.15,-617.9,-391.69,89697.16,86078.01,3017.279999999999
2025-02-26 09:30:00,"['2025-02-644201687', '8566006800', '8566013885', '8566017257', '8566017622', '8566017632']","[nan, 'eng-10372538', 'eng-10377540', 'eng-10368337', nan, 'eng-10368269']",6,"Bitcoin has dropped $20,000 in the past month, influenced by geopolitical tensions and market volatility, while new crypto projects like Ozak AI are gaining attention for their potential in the upcoming 2025 bull market amid legislative movements in various U.S. states towards cryptocurrency investments.","['Pessimism', 'Concern', 'Caution']",8.0,"The significant drop in Bitcoin's price and the overall negative sentiment in the cryptocurrency market would likely trigger intense fear and anxiety among retail investors. Given the emotional nature of retail investors and their tendency to react strongly to downturns, many may feel an urgency to sell their holdings to avoid further losses, leading to potential herd behavior.",PANIC,none,Fear,35.0,"['Bitcoin has lost $20,000 in the past month, indicating significant market decline.', 'Broader financial market concerns (geopolitical tensions, trade wars) impacting crypto prices.', ""Recent data showing Bitcoin's price dropping 3.31% in the last 24 hours, contributing to a downward trend."", 'Mixed outlooks among analysts regarding the future of Bitcoin and crypto in general.', 'Legislative efforts in various states reflect growing interest but also underscore uncertainty in the regulatory environment.']",655.84,0.76,True,0.13,1.79,0.95,False,0.0043639161794933054,0.0027894926102006515,0.0024446737679963376,True,31.29,86706.45,87217.07,88127.67,89238.02,-624.33,-438.21,89552.64,85958.01,2953.3699999999953
2025-02-26 09:40:00,"['8566022787', '8566023501', '8566024019', '8566024024', '8566024027', '8566024125', '8566024127', '8566024295', '8566024464', '8566026805', '8566027656', '8566035649', '8566037936']","[nan, nan, 'eng-10376093', nan, 'eng-10378290', 'eng-10368337', 'eng-10368337', 'eng-10368337', 'eng-10376709', 'eng-10368337', 'eng-10368337', nan, nan]",13,"Compass Mining has launched a 20 MW hydro-cooled Bitcoin mining facility in North Dakota, featuring advanced Antminer S21 Hydro machines, with 5.5 MW already operational, aimed at meeting increased demand from both institutional and individual miners.","['Panic', 'Caution', 'Skepticism']",8.0,"The news of significant sell-offs by short-term investors and the mention of Bitcoin's price potentially entering bear market territory likely evoke strong feelings of fear and urgency among retail investors. This panic may lead them to sell their holdings to avoid further losses, fearing a deeper decline.",PANIC,none,Fear,35.0,"['Significant sell-offs by Bitcoin whales and retail investors, indicating panic selling.', 'Recent large outflows from Bitcoin ETFs, suggesting institutional caution and reduced confidence.', ""MicroStrategy's substantial stock decline raises concerns about forced liquidation of its Bitcoin assets.""]",725.11,0.84,True,0.16,2.35,0.97,False,0.005385155565667657,0.003263520101013014,0.0026971435593642983,True,43.91,86845.76,87223.28,88093.79,89218.37,-564.41,-463.45,89391.39,85951.89,2953.3699999999953
2025-02-26 09:50:00,"['2025-02-644217655', '2025-02-644226085', '2025-02-644226221', '8566030850', '8566042395', '8566044257', '8566044279', '8566049521', '8566049522', '8566051498']","[nan, 'eng-10368337', nan, nan, nan, nan, 'spa-3767139', nan, nan, nan]",10,"Ark Invest acquired $8.7 million in Coinbase shares while offloading $8.6 million of its Bitcoin ETF amid a significant crypto market sell-off, with Bitcoin and Coinbase both experiencing notable declines.","['Panic', 'Fear', 'Uncertainty']",8.0,"The average retail investor is likely feeling a heightened sense of fear and urgency due to the significant declines in Bitcoin and Coinbase shares, along with record ETF outflows. This panic can lead to hasty decisions such as selling off their holdings to avoid further losses, driven by the fear of missing the opportunity to exit before prices fall even further.",PANIC,none,Extreme Fear,21.0,"['Bitcoin price dropped to three-month lows, falling below $86K.', 'Record outflows from Bitcoin ETFs, totaling nearly $1 billion in February.', ""Overall sentiment in the crypto market is described as 'on the floor' with significant panic selling.""]",337.6,0.39,False,0.01,-0.74,0.05,False,0.005473564351182594,0.0033654633196833553,0.002712640612343511,True,48.64,87034.64,87273.68,88074.47,89202.28,-484.1,-467.58,89267.71,85966.11,2942.020000000004
2025-02-26 10:00:00,"['2025-02-644229701', '2025-02-644229845', '2025-02-644230462', '8566053752', '8566059515', '8566063889']","['eng-10368269', 'eng-10376943', 'spa-3767139', 'eng-10375022', 'eng-10371288', 'eng-10368337']",6,"The cryptocurrency market is facing significant turbulence, with Bitcoin and Ethereum prices declining alongside major ETF outflows, as South Dakota rejects a Bitcoin reserve bill while Oklahoma advances its proposal, and Florida's gubernatorial candidate Byron Donalds pushes for crypto integration in state finance.","['Panic', 'Anxiety', 'Caution']",8.0,"The significant outflows from Bitcoin ETFs, combined with the recent price drops in major cryptocurrencies like Bitcoin and Ethereum, would likely trigger a strong emotional response of fear and urgency among retail investors. Concerns about potential losses and market instability may lead them to consider selling their holdings to avoid further losses, reflecting a heightened state of panic.",PANIC,none,Extreme Fear,20.0,"['Significant outflows from Bitcoin ETFs totaling $2.4 billion in six days, indicating panic among investors.', 'Bitcoin and Ethereum prices have dropped 1.9% and 0.17%, respectively, with Bitcoin trading below $90,000.', 'Dogecoin has seen a massive decline of over 11% in 24 hours, reflecting broader market losses.', ""South Dakota's rejection of a Bitcoin reserve bill signals regulatory setbacks and uncertainty."", 'Overall market capitalization has dropped below $3 trillion, reflecting heavy selling pressure.']",307.69,0.35,False,0.21,3.45,0.99,True,0.00550877460281853,0.003444672219752295,0.002747407864439181,True,52.56,87253.22,87358.38,88067.98,89189.41,-391.11,-452.29,89147.06,86003.65,2608.729999999996
2025-02-26 10:10:00,"['2025-02-644240668', '8566071139', '8566074449', '8566074465', '8566074466', '8566074470', '8566079066', '8566081515', '8566083506']","[nan, 'eng-10378250', 'eng-10368337', nan, nan, nan, 'spa-3764913', 'eng-10377169', 'eng-10374209']",9,"Bitcoin's price has sharply declined due to accelerated outflows from ETFs, a lack of attractive arbitrage opportunities, and broader market volatility linked to significant options expirations, leading to warnings of a possible drop to $70,000 amidst negative sentiment and ongoing regulatory uncertainties.","['Panic', 'Frustration', 'Disappointment']",8.0,"The average retail investor is likely feeling overwhelmed and fearful due to the significant outflows from Bitcoin ETFs, the potential for further price declines, and the overall negative sentiment in the crypto market. This news may trigger a strong emotional reaction of panic, prompting many investors to consider selling their positions to avoid further losses, as they fear being caught in a larger downtrend.",PANIC,none,Extreme Fear,18.0,"['Significant capital outflows from Bitcoin ETFs totaling over $1 billion, indicating panic selling.', 'Market warnings from experts predicting further declines in Bitcoin price, potentially down to $70,000.', 'Recent record-breaking hacks and security concerns leading to increased selling pressure.', 'Overall negative sentiment in the cryptocurrency market with widespread pessimism about the future of altcoins.']",233.82,0.27,False,0.12,1.49,0.94,False,0.00554587989638718,0.003484570424242349,0.002767277232907927,True,55.35,87475.61,87462.97,88070.91,89179.0,-295.15,-420.86,89069.39,86033.28,2975.720000000001
2025-02-26 10:20:00,"['2025-02-644252524', '2025-02-644253113', '2025-02-644256531', '8566093463', '8566096950', '8566096954', '8566099339', '8566099342']","['eng-10375732', 'eng-10370595', 'eng-10375132', 'eng-10368337', nan, 'eng-10368337', nan, 'eng-10368337']",8,"Bitcoin's price has dropped to a three-month low below $90,000 amid significant ETF outflows, with analysts predicting potential further declines and market volatility influenced by macroeconomic factors and sentiment surrounding altcoins like Ether and XRP.","['Panic', 'Uncertainty', 'Skepticism']",8.0,"The significant drop in Bitcoin's price, coupled with reports of massive ETF withdrawals and predictions of further declines, would likely evoke strong feelings of fear and urgency among retail investors. This panic may lead them to sell off their holdings quickly to avoid potential losses, driven by the fear of missing out on recovering prices that may never come.",PANIC,none,Extreme Fear,20.0,"['Bitcoin and Ether prices hitting multi-month lows, indicating severe market decline.', 'Large outflows from Bitcoin ETFs, nearing $1 billion, reflecting panic selling.', 'Expert predictions of further declines in Bitcoin prices, with potential drops below key support levels.']",-485.46,-0.55,True,0.09,0.98,0.9,False,0.005848891963200403,0.003591250088047131,0.0028488278629320786,True,48.92,87521.04,87488.88,88054.69,89163.86,-255.33,-387.76,88965.06,86055.06,2975.720000000001
2025-02-26 10:30:00,"['2025-02-644258984', '8566100314', '8566101540']","[nan, nan, nan]",3,"Bitcoin ETFs experienced a record outflow of approximately $1.45 billion in a single day, driven by factors such as geopolitical tensions, U.S. interest rate policies, and profit-taking by investors, while Bitcoin's price fell below $90,000 before partially recovering.","['Panic', 'Uncertainty', 'Cautious optimism']",8.0,"The significant withdrawals from Bitcoin ETFs and the drop below the $90,000 mark would likely trigger fear and anxiety among retail investors, leading many to panic sell to avoid further losses. The magnitude of the outflows and the uncertainty surrounding future price movements could amplify feelings of urgency, pushing investors toward immediate action.",PANIC,none,Fear,35.0,"['Massive outflows from Bitcoin ETFs totaling approximately $1.45 billion, indicating panic among investors.', 'Price decline of Bitcoin, falling below the $90,000 level for the first time in four months, leading to increased selling pressure.', 'Concerns over macroeconomic factors, including potential interest rate changes and geopolitical tensions affecting market stability.', ""Expert commentary suggesting uncertainty and a cautious outlook on Bitcoin's recovery, despite some bullish sentiments.""]",268.18,0.31,False,0.07,0.45,0.81,False,0.005639995854815653,0.00364093698540344,0.0028769262812787045,True,52.22,87622.15,87547.1,88049.63,89151.54,-199.83,-350.17,88915.4,86068.83,2975.720000000001
2025-02-26 10:40:00,"['2025-02-644271126', '2025-02-644275094', '2025-02-644275878', '2025-02-644277087', '8566114902', '8566118047', '8566123000', '8566126801', '8566127798']","[nan, nan, nan, 'deu-1914777', nan, 'eng-10368337', 'eng-10375273', nan, nan]",9,"Bitcoin ETFs experienced a record outflow of nearly $1 billion in one day, significantly impacting Bitcoin's price, which fell below $90,000 for the first time since November, prompting concerns about market stability and potential further declines.","['Panic', 'Fear', 'Caution']",8.0,"The significant losses in Bitcoin ETFs, coupled with the price drop below $90,000, are likely to trigger strong emotional reactions of fear and urgency among retail investors. Many may feel compelled to sell their holdings to avoid further losses, driven by the fear of missing out on a potential rebound or being caught in a prolonged downturn.",PANIC,none,Extreme Fear,20.0,"['Massive withdrawals from Bitcoin ETFs totaling nearly $1 billion, indicating panic selling.', 'Bitcoin has fallen below $90,000 for the first time since November, causing widespread concern among investors.', 'Analysts warn of potential further declines, with predictions suggesting Bitcoin could drop to $70,000.', 'High levels of liquidations in the market, with significant capital outflows and negative funding rates reflecting bearish sentiment.']",-128.61,-0.15,False,0.08,0.67,0.85,False,0.004708033757260809,0.0036455739980264038,0.0028803916928639697,True,50.53,87665.84,87580.4,88039.72,89138.06,-164.33,-313.0,88843.25,86088.43,2975.720000000001
2025-02-26 10:50:00,"['2025-02-644283136', '2025-02-644287362', '8566125270', '8566126798', '8566131968']","[nan, 'eng-10377528', nan, 'eng-10368269', 'eng-10368337']",5,"Deutsche Börse has introduced two new crypto Exchange Traded Notes (ETNs) from nxtAssets, providing investors with direct exposure to Bitcoin and Ethereum, while Bitcoin has recently dropped below $90,000 amid market volatility and macroeconomic concerns, prompting mixed predictions about its future price trajectory.","['Panic', 'Uncertainty', 'Cautiousness']",8.0,"The sharp decline in Bitcoin's price below $90,000, coupled with the significant losses in other cryptocurrencies, triggers immediate fear and anxiety among retail investors. The prevailing sentiment of 'extreme fear' in the market and the backdrop of macroeconomic uncertainties contribute to a heightened sense of urgency to sell, as investors worry about further losses.",PANIC,none,Fear,35.0,"['Bitcoin drops below $90,000, indicating panic selling and fear among investors.', 'Recent macroeconomic uncertainties, including tariffs and the Bybit hack, contribute to market unease.', 'Analysts are split on whether the recent price decline indicates a deeper crash or a potential rally, highlighting uncertainty.']",-273.66,-0.31,False,0.04,-0.06,0.65,False,0.004760697278336602,0.0036455740390730043,0.0028693243836133728,True,47.05,87630.18,87572.78,88019.46,89121.99,-156.48,-281.7,88726.42,86116.73,2975.720000000001
2025-02-26 11:00:00,"['2025-02-644292196', '2025-02-644293180', '2025-02-644293181', '2025-02-644298370', '2025-02-644298560', '8566142023', '8566153633', '8566154815', 'p-8566147515']","['eng-10372538', nan, 'eng-10372363', nan, nan, nan, nan, nan, nan]",9,"Bitcoin's recent price drop to around $85,000, marking the lowest since November, has led to over $1 billion in liquidations, heightened bearish sentiment, and concerns about a potential bear market amid macroeconomic uncertainties and institutional trading dynamics.","['Panic', 'Fear', 'Despair']",8.0,"The significant drop in Bitcoin's price and the associated liquidations would likely evoke strong feelings of fear and urgency among retail investors, prompting them to consider selling their holdings to avoid further losses. This panic can be exacerbated by the fear of missing out on potential recoveries in other investments, leading to hasty decisions driven by emotional reactions rather than rational analysis.",PANIC,none,Extreme Fear,20.0,"['Significant drop in Bitcoin price to around $85K, wiping out over $1 billion from the market cap and causing 230,000 liquidations.', 'High percentage of Bitcoin addresses in the red, indicating widespread losses among holders.', 'Panic selling indicated by increased exchange inflows and negative funding rates.', 'Bears dominating the market sentiment with fears of a prolonged downturn and potential geopolitical impacts.', 'Recent long squeezes and the overall volatility leading to high uncertainty in crypto trading.']",-286.35,-0.33,False,0.08,0.65,0.85,False,0.004717909404904122,0.0036739576861951834,0.0028791267493109935,True,43.65,87531.86,87527.99,87988.77,89103.23,-171.38,-259.63,88648.64,86110.17,2975.720000000001
2025-02-26 11:10:00,"['8566154704', '8566154713', '8566158154', '8566158754', '8566158947', '8566158948', '8566162120', '8566163062', '8566165134', '8566165840', '8566167217', '8566168866', '8566170050', 'p-8566165156']","['eng-10368337', nan, 'eng-10370595', nan, 'eng-10376004', nan, nan, nan, nan, nan, 'eng-10366680', 'eng-10369702', 'eng-10370595', nan]",14,"Bitcoin has faced a significant downturn, dropping approximately 7.1% recently to around $86,000 amid macroeconomic pressures, capital outflows from ETFs, and geopolitical tensions, while corporations like Fold continue to bolster their Bitcoin treasuries despite market volatility.","['Panic', 'Uncertainty', 'Fear']",8.0,"The average retail investor is likely feeling intense fear and anxiety due to the significant drop in Bitcoin's price, fears of a bear market, and reports of massive liquidations. This panic can lead to impulsive decisions to sell off their holdings to avoid further losses, driven by the emotional response to market volatility and cognitive biases such as loss aversion and herd behavior.",PANIC,none,Extreme Fear,15.0,"['Significant capital outflows from Bitcoin ETFs totaling over $1 billion.', 'Geopolitical tensions and macroeconomic uncertainty, including trade tariffs.', ""Bitcoin's sharp decline of approximately 7.1% in the past week, with a potential bear market looming."", 'Mass liquidations of over $650 million in leveraged positions exacerbating market panic.', 'The Crypto Fear and Greed Index indicating extreme fear in the market.']",-710.36,-0.81,True,0.12,1.54,0.94,False,0.005089714104986318,0.003903957093681432,0.003037647455126949,True,36.6,87280.52,87394.46,87931.43,89077.59,-237.77,-255.26,88603.44,86013.86,2975.720000000001
